veri,sehir,secmen,oy,gecerli_oy,sira,parti,alinan_bel,aday,oran,oy_2019,oran_2019,ilce
belediye başkanlığı,EDIRNE BELEDİYESİ,,326,,7.0,SAADET,,TEZCAN KARAKÜTÜK,%0.33,2.605,%2.76,
belediye başkanlığı,EDIRNE BELEDİYESİ,,245,,8.0,MEMLEKET,,ÇİĞDEM BORA,%0.25,0,%0.00,
belediye başkanlığı,EDIRNE BELEDİYESİ,,235,,9.0,GELECEK PARTISI,,HAVA AKSOY,%0.24,0,%0.00,
belediye başkanlığı,EDIRNE BELEDİYESİ,,220,,10.0,TKP,,EMRE GEBEŞ,%0.22,379,%0.40,
belediye başkanlığı,EDIRNE BELEDİYESİ,,148,,11.0,DSP,,ÇETİN ATLA,%0.15,410,%0.43,
belediye başkanlığı,EDIRNE BELEDİYESİ,,142,,12.0,HÜDA PAR,,TOLGA ZÜLKA,%0.14,0,%0.00,
belediye başkanlığı,EDIRNE BELEDİYESİ,,115,,13.0,MILLI YOL,,ARİF KÖROĞLU,%0.12,0,%0.00,
meclisi alınan ilçeler,EDIRNE BELEDİYESİ,,124.735,,1.0,CHP,8,,,,,
meclisi alınan ilçeler,EDIRNE BELEDİYESİ,,84.179,,2.0,AK PARTI,1,,,,,
il meclisi,EDIRNE BELEDİYESİ,,124.735,,1.0,CHP,,,%48.16,112.789,%43.18,
il meclisi,EDIRNE BELEDİYESİ,,84.179,,2.0,AK PARTI,,,%32.50,91.843,%35.16,
il meclisi,EDIRNE BELEDİYESİ,,21.872,,3.0,İYI PARTI,,,%8.44,25.838,%9.89,
il meclisi,EDIRNE BELEDİYESİ,,11.427,,4.0,MHP,,,%4.41,14.765,%5.65,
il meclisi,EDIRNE BELEDİYESİ,,5.030,,5.0,ZAFER PARTISI,,,%1.94,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,3.005,,6.0,TİP,,,%1.16,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,1.660,,7.0,SAADET,,,%0.64,4.046,%1.55,
il meclisi,EDIRNE BELEDİYESİ,,1.432,,8.0,YENIDEN REFAH,,,%0.55,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,961,,9.0,SOL PARTI,,,%0.37,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,666,,10.0,BTP,,,%0.26,6.025,%2.31,
il meclisi,EDIRNE BELEDİYESİ,,630,,11.0,MEMLEKET,,,%0.24,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,629,,12.0,DP,,,%0.24,1.907,%0.73,
il meclisi,EDIRNE BELEDİYESİ,,608,,13.0,DEM PARTI,,,%0.23,2.318,%0.89,
il meclisi,EDIRNE BELEDİYESİ,,461,,14.0,HÜDA PAR,,,%0.18,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,419,,15.0,GELECEK PARTISI,,,%0.16,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,329,,16.0,BÜYÜK BIRLIK,,,%0.13,1.139,%0.44,
il meclisi,EDIRNE BELEDİYESİ,,294,,17.0,DSP,,,%0.11,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,268,,18.0,MILLI YOL,,,%0.10,0,%0.00,
il meclisi,EDIRNE BELEDİYESİ,,248,,19.0,VATAN PARTISI,,,%0.10,531,%0.20,
il meclisi,EDIRNE BELEDİYESİ,,155,,20.0,MILLET,,,%0.06,0,%0.00,
ilce,EDIRNE BELEDİYESİ,,46.260,,1.0,CHP,,FİLİZ GENCAN AKIN,%46.67,,,MERKEZ
ilce,EDIRNE BELEDİYESİ,,1.590,,2.0,CHP,,ÖZKAN GÜNENÇ,%52.96,,,ENEZ
ilce,EDIRNE BELEDİYESİ,,3.253,,3.0,CHP,,HÜSEYİN ÖZDEN,%55.68,,,HAVSA
ilce,EDIRNE BELEDİYESİ,,1.645,,4.0,AK PARTI,,MEHMET KERMAN,%30.05,,,İPSALA
ilce,EDIRNE BELEDİYESİ,,20.667,,5.0,CHP,,MEHMET ÖZCAN,%53.11,,,KEŞAN
ilce,EDIRNE BELEDİYESİ,,554,,6.0,CHP,,ZAFER SEZGİN GELDİ,%52.41,,,LALAPAŞA
ilce,EDIRNE BELEDİYESİ,,719,,7.0,AK PARTI,,YUNUS ATAY,%43.79,,,MERİÇ
ilce,EDIRNE BELEDİYESİ,,8.026,,8.0,İYI PARTI,,EDİZ MARTİN,%33.23,,,UZUNKÖPRÜ
ilce,EDIRNE BELEDİYESİ,,1.080,,9.0,CHP,,MEHMET ORMANKIRAN,%62.65,,,SÜLOĞLU
şehir,ELAZIĞ BELEDİYESİ,268.476,182.304,172.006,,,,,,,,
belediye başkanlığı alınan ilçeler,ELAZIĞ BELEDİYESİ,,65.682,,1.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,ELAZIĞ BELEDİYESİ,,36.364,,2.0,YENIDEN REFAH,3,,,,,
belediye başkanlığı alınan ilçeler,ELAZIĞ BELEDİYESİ,,18.785,,3.0,MHP,2,,,,,
belediye başkanlığı alınan ilçeler,ELAZIĞ BELEDİYESİ,,3.271,,4.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı alınan ilçeler,ELAZIĞ BELEDİYESİ,,4.014,,5.0,DEM PARTI,1,,,,,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,65.682,,1.0,AK PARTI,,ŞAHİN ŞERİFOĞULLARI,%38.19,72.908,%40.38,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,36.364,,2.0,YENIDEN REFAH,,FARUK SEPTİOĞLU,%21.14,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,28.368,,3.0,CHP,,COŞKUN ÇAĞLAR DURAN,%16.49,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,18.785,,4.0,MHP,,MURAT AYGEN,%10.92,62.320,%34.51,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,11.724,,5.0,SAADET,,ABDULLAH AKIN,%6.82,8.630,%4.78,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,4.014,,6.0,DEM PARTI,,HAYRETTİN KAYA,%2.33,5.006,%2.77,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,2.158,,7.0,HÜDA PAR,,YASİN KAVAKLI,%1.25,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,1.769,,8.0,ZAFER PARTISI,,MUHAMMED ONUR OMRAK,%1.03,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,1.004,,9.0,İYI PARTI,,BURAK ÖZGÜL,%0.58,30.797,%17.06,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,624,,10.0,DEVA PARTISI,,RECEP CEYLAN,%0.36,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,293,,11.0,BTP,,MUHAMMED TAHA OMAÇ,%0.17,207,%0.11,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,255,,12.0,DSP,,HİKMET AYDEMİR,%0.15,163,%0.09,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,147,,13.0,YTP,,YASİN DOĞAN,%0.09,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,145,,14.0,MILLI YOL,,OSMAN İNDİBAY,%0.08,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,141,,15.0,TKP,,DİDEM KURTULMAZ,%0.08,206,%0.11,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,126,,16.0,VATAN PARTISI,,KAHRAMAN TAŞKIN,%0.07,326,%0.18,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,125,,17.0,HAK-PAR,,SİRACETTİN SARI,%0.07,0,%0.00,
belediye başkanlığı,ELAZIĞ BELEDİYESİ,,89,,18.0,HKP,,ÖZCAN BOZKUŞ,%0.05,0,%0.00,
meclisi alınan ilçeler,ELAZIĞ BELEDİYESİ,,102.177,,1.0,AK PARTI,5,,,,,
meclisi alınan ilçeler,ELAZIĞ BELEDİYESİ,,56.720,,2.0,YENIDEN REFAH,3,,,,,
meclisi alınan ilçeler,ELAZIĞ BELEDİYESİ,,42.539,,3.0,MHP,2,,,,,
meclisi alınan ilçeler,ELAZIĞ BELEDİYESİ,,13.871,,4.0,DEM PARTI,1,,,,,
il meclisi,ELAZIĞ BELEDİYESİ,,102.177,,1.0,AK PARTI,,,%33.75,137.640,%42.43,
il meclisi,ELAZIĞ BELEDİYESİ,,56.720,,2.0,YENIDEN REFAH,,,%18.74,0,%0.00,
il meclisi,ELAZIĞ BELEDİYESİ,,42.539,,3.0,MHP,,,%14.05,91.430,%28.19,
il meclisi,ELAZIĞ BELEDİYESİ,,40.777,,4.0,CHP,,,%13.47,15.659,%4.83,
il meclisi,ELAZIĞ BELEDİYESİ,,14.691,,5.0,SAADET,,,%4.85,18.502,%5.70,
il meclisi,ELAZIĞ BELEDİYESİ,,13.871,,6.0,DEM PARTI,,,%4.58,16.558,%5.10,
il meclisi,ELAZIĞ BELEDİYESİ,,9.670,,7.0,HÜDA PAR,,,%3.19,0,%0.00,
il meclisi,ELAZIĞ BELEDİYESİ,,6.371,,8.0,BÜYÜK BIRLIK,,,%2.10,4.445,%1.37,
il meclisi,ELAZIĞ BELEDİYESİ,,3.582,,9.0,İYI PARTI,,,%1.18,31.932,%9.84,
il meclisi,ELAZIĞ BELEDİYESİ,,3.099,,10.0,ZAFER PARTISI,,,%1.02,0,%0.00,
il meclisi,ELAZIĞ BELEDİYESİ,,2.797,,11.0,DEVA PARTISI,,,%0.92,0,%0.00,
il meclisi,ELAZIĞ BELEDİYESİ,,1.002,,12.0,BTP,,,%0.33,298,%0.09,
ilce,ELAZIĞ BELEDİYESİ,,538,,1.0,AK PARTI,,ŞEREF ÇAKAR,%47.57,,,AĞIN
ilce,ELAZIĞ BELEDİYESİ,,1.604,,2.0,MHP,,TUNCER TURUS,%46.12,,,BASKİL
ilce,ELAZIĞ BELEDİYESİ,,65.682,,3.0,AK PARTI,,ŞAHİN ŞERİFOĞULLARI,%38.19,,,MERKEZ
ilce,ELAZIĞ BELEDİYESİ,,2.925,,4.0,DEM PARTI,,CAFER OĞUR,%36.82,,,KARAKOÇAN
ilce,ELAZIĞ BELEDİYESİ,,891,,5.0,MHP,,YÜCEL DOĞAN,%32.14,,,KEBAN
ilce,ELAZIĞ BELEDİYESİ,,1.556,,6.0,AK PARTI,,MUSA ORHAN,%52.48,,,MADEN
ilce,ELAZIĞ BELEDİYESİ,,3.077,,7.0,YENIDEN REFAH,,MUHAMMET SEPTİOĞLU,%58.78,,,PALU
ilce,ELAZIĞ BELEDİYESİ,,984,,8.0,YENIDEN REFAH,,EBUBEKİR IRMAK,%35.90,,,SİVRİCE
ilce,ELAZIĞ BELEDİYESİ,,1.583,,9.0,AK PARTI,,MEHMET YILMAZ YALÇINKAYA,%71.86,,,ARICAK
ilce,ELAZIĞ BELEDİYESİ,,3.271,,10.0,BÜYÜK BIRLIK,,VAHAP GÖK,%27.20,,,KOVANCILAR
ilce,ELAZIĞ BELEDİYESİ,,994,,11.0,YENIDEN REFAH,,ZAFER ALTINIŞIK,%51.69,,,ALACAKAYA
şehir,ERZINCAN BELEDİYESİ,100.570,78.832,74.705,,,,,,,,
belediye başkanlığı alınan ilçeler,ERZINCAN BELEDİYESİ,,30.217,,1.0,MHP,7,,,,,
belediye başkanlığı alınan ilçeler,ERZINCAN BELEDİYESİ,,517,,2.0,AK PARTI,1,,,,,
belediye başkanlığı alınan ilçeler,ERZINCAN BELEDİYESİ,,1.252,,3.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı,ERZINCAN BELEDİYESİ,,30.217,,1.0,MHP,,BEKİR AKSUN,%40.45,32.036,%42.36,
meclisi alınan ilçeler,ERZINCAN BELEDİYESİ,,37.597,,1.0,MHP,6,,,,,
meclisi alınan ilçeler,ERZINCAN BELEDİYESİ,,37.428,,2.0,AK PARTI,2,,,,,
meclisi alınan ilçeler,ERZINCAN BELEDİYESİ,,1.467,,3.0,BÜYÜK BIRLIK,1,,,,,
il meclisi,ERZINCAN BELEDİYESİ,,37.597,,1.0,MHP,,,%28.75,41.285,%30.65,
il meclisi,ERZINCAN BELEDİYESİ,,37.428,,2.0,AK PARTI,,,%28.62,48.917,%36.32,
il meclisi,ERZINCAN BELEDİYESİ,,36.358,,3.0,CHP,,,%27.80,35.767,%26.56,
il meclisi,ERZINCAN BELEDİYESİ,,5.508,,4.0,YENIDEN REFAH,,,%4.21,0,%0.00,
il meclisi,ERZINCAN BELEDİYESİ,,2.320,,5.0,İYI PARTI,,,%1.77,3.042,%2.26,
il meclisi,ERZINCAN BELEDİYESİ,,1.901,,6.0,TİP,,,%1.45,0,%0.00,
il meclisi,ERZINCAN BELEDİYESİ,,1.855,,7.0,SAADET,,,%1.42,1.740,%1.29,
il meclisi,ERZINCAN BELEDİYESİ,,1.467,,8.0,BÜYÜK BIRLIK,,,%1.12,863,%0.64,
il meclisi,ERZINCAN BELEDİYESİ,,1.177,,9.0,DP,,,%0.90,1.701,%1.26,
il meclisi,ERZINCAN BELEDİYESİ,,1.159,,10.0,BTP,,,%0.89,216,%0.16,
ilce,ERZINCAN BELEDİYESİ,,939,,1.0,MHP,,OKTAY EFE,%52.52,,,ÇAYIRLI
ilce,ERZINCAN BELEDİYESİ,,30.217,,2.0,MHP,,BEKİR AKSUN,%40.45,,,MERKEZ
ilce,ERZINCAN BELEDİYESİ,,1.848,,3.0,MHP,,MEHMET ELÇİ,%54.71,,,İLİÇ
ilce,ERZINCAN BELEDİYESİ,,517,,4.0,MHP,,CEVDET BAYRAM,%48.00,,,KEMAH
ilce,ERZINCAN BELEDİYESİ,,517,,5.0,AK PARTI,,ERDEM ATMACA,%50.94,,,KEMALİYE
ilce,ERZINCAN BELEDİYESİ,,1.252,,6.0,BÜYÜK BIRLIK,,FATİH KÖK,%54.06,,,REFAHİYE
ilce,ERZINCAN BELEDİYESİ,,1.060,,7.0,MHP,,MEHMET YILMAZ,%42.50,,,TERCAN
ilce,ERZINCAN BELEDİYESİ,,2.450,,8.0,MHP,,LÜTFİ YAKUT,%49.64,,,ÜZÜMLÜ
ilce,ERZINCAN BELEDİYESİ,,553,,9.0,MHP,,YUSUF TEKTAŞ,%64.53,,,OTLUKBELİ
şehir,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,516.952,374.352,346.600,,,,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,174.759,,1.0,AK PARTI,9,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,27.044,,2.0,DEM PARTI,3,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,13.996,,3.0,YENIDEN REFAH,2,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,22.599,,4.0,CHP,2,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.925,,5.0,MHP,2,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,76.893,,6.0,İYI PARTI,1,,,,,
belediye başkanlığı alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,2.109,,7.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,174.759,,1.0,AK PARTI,,MEHMET SEKMEN,%50.42,241.789,%62.82,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,76.893,,2.0,İYI PARTI,,FATMA CANAN UÇAR,%22.18,97.945,%25.45,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,27.044,,3.0,DEM PARTI,,GÜLDEREN VARLİ,%7.80,23.167,%6.02,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,22.599,,4.0,CHP,,ATLIHAN ATİLA,%6.52,9.331,%2.42,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,17.718,,5.0,ZAFER PARTISI,,FATİH AYGÜN,%5.11,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,11.289,,6.0,SAADET,,FAİK ÇALIK,%3.26,8.668,%2.25,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.775,,7.0,DEVA PARTISI,,YUSUF TÜRKMEN,%1.09,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.243,,8.0,DP,,ALİ OĞULCAN KAYA,%0.94,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,2.161,,9.0,HÜDA PAR,,KERBELA ŞANLI,%0.62,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.212,,10.0,ANAP,,FARUK GÖZÜBÜYÜK,%0.35,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.014,,11.0,BTP,,AZİZ KARACA,%0.29,1.902,%0.49,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,923,,12.0,MILLI YOL,,AYDIN ELKOCA,%0.27,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,833,,13.0,DSP,,ABDULBAKİ YILDIZ,%0.24,866,%0.22,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,785,,14.0,YTP,,FERİT BOZDEMİR,%0.23,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,549,,15.0,VATAN PARTISI,,MEHMET AKİF CEYLAN,%0.16,620,%0.16,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,450,,16.0,TKH,,MAHİR MERTCAN KIZILIRMAK,%0.13,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,364,,17.0,AB PARTI,,ELİF KIZILKAYA,%0.11,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,359,,18.0,MILLET,,SEYYİTHAN ÖMER ŞİMŞEK,%0.10,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,350,,19.0,HKP,,ALİ KAAN EVCÜMEN,%0.10,0,%0.00,
belediye başkanlığı,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,280,,20.0,HAK-PAR,,BİLAL AGGÜL,%0.08,0,%0.00,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,139.775,,1.0,AK PARTI,12,,,,,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,23.942,,2.0,DEM PARTI,3,,,,,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,7.501,,3.0,MHP,2,,,,,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,17.656,,4.0,BÜYÜK BIRLIK,1,,,,,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,60.821,,5.0,YENIDEN REFAH,1,,,,,
meclisi alınan ilçeler,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,21.814,,6.0,CHP,1,,,,,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,139.775,,1.0,AK PARTI,,,%40.01,214.523,%55.89,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,60.821,,2.0,YENIDEN REFAH,,,%17.41,0,%0.00,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,42.438,,3.0,İYI PARTI,,,%12.15,73.525,%19.16,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,23.942,,4.0,DEM PARTI,,,%6.85,22.485,%5.86,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,21.814,,5.0,CHP,,,%6.24,13.939,%3.63,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,17.656,,6.0,BÜYÜK BIRLIK,,,%5.05,28.264,%7.36,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,12.771,,7.0,ZAFER PARTISI,,,%3.66,0,%0.00,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,7.501,,8.0,MHP,,,%2.15,10.939,%2.85,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,7.291,,9.0,SAADET,,,%2.09,10.925,%2.85,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.592,,10.0,DEVA PARTISI,,,%1.03,0,%0.00,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.188,,11.0,DP,,,%0.91,916,%0.24,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.181,,12.0,TKP,,,%0.34,1.160,%0.30,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.168,,13.0,HÜDA PAR,,,%0.33,0,%0.00,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.117,,14.0,BTP,,,%0.32,186,%0.05,
il meclisi,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,987,,15.0,MILLI YOL,,,%0.28,0,%0.00,
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.618,,1.0,AK PARTI,,ŞENOL POLAT,%45.29,,,AŞKALE
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,4.125,,2.0,CHP,,ARİF HİKMET KILIÇ,%48.59,,,ÇAT
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.290,,3.0,AK PARTI,,SERDAL ŞAN,%47.76,,,HINIS
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.684,,4.0,İYI PARTI,,HAYRETTİN ÖZDEMİR,%32.13,,,HORASAN
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,3.925,,5.0,MHP,,AHMET COŞKUN,%41.38,,,İSPİR
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.896,,6.0,DEM PARTI,,BAHAR GÖKSU,%54.57,,,KARAYAZI
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,2.989,,7.0,AK PARTI,,AYDEMİR ADEM KINALI,%42.99,,,NARMAN
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.694,,8.0,AK PARTI,,ADEM ÇELEBİ,%33.44,,,OLTU
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,2.178,,9.0,MHP,,VEDAT ERGÜN,%49.09,,,OLUR
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,7.172,,10.0,AK PARTI,,ÜNSAL SERTOĞLU,%50.55,,,PASİNLER
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,4.794,,11.0,CHP,,GÖRBİL ÖZCAN,%49.98,,,ŞENKAYA
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,4.548,,12.0,DEM PARTI,,ABDURRAHMAN SEVER,%47.51,,,TEKMAN
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,5.386,,13.0,AK PARTI,,MUAMMER YİĞİDER,%51.90,,,TORTUM
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,4.776,,14.0,DEM PARTI,,KAZİM ERHAN,%49.48,,,KARAÇOBAN
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,2.109,,15.0,BÜYÜK BIRLIK,,MUHAMMET HALİS ÖZSOY,%43.50,,,UZUNDERE
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,1.283,,16.0,AK PARTI,,İBRAHİM ŞAHİN,%51.42,,,PAZARYOLU
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,13.996,,17.0,YENIDEN REFAH,,EMRULLAH AKPUNAR,%44.46,,,AZİZİYE
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,4.020,,18.0,YENIDEN REFAH,,NEVZAT KARASU,%55.92,,,KÖPRÜKÖY
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,31.105,,19.0,AK PARTI,,MUHAMMET SUNAR,%40.66,,,PALANDÖKEN
ilce,ERZURUM BÜYÜKŞEHİR BELEDİYESİ,,41.854,,20.0,AK PARTI,,MAHMUT UÇAR,%53.83,,,YAKUTİYE
şehir,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,696.060,559.411,540.319,,,,,,,,
belediye başkanlığı alınan ilçeler,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,275.739,,1.0,CHP,8,,,,,
belediye başkanlığı alınan ilçeler,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,204.504,,2.0,AK PARTI,4,,,,,
belediye başkanlığı alınan ilçeler,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,1.796,,3.0,BÜYÜK BIRLIK,1,,,,,
belediye başkanlığı alınan ilçeler,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,2.408,,4.0,DSP,1,,,,,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,275.739,,1.0,CHP,,AYŞE ÜNLÜCE,%51.03,285.688,%52.30,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,204.504,,2.0,AK PARTI,,İDRİS NEBİ HATİPOĞLU,%37.85,246.582,%45.14,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,19.417,,3.0,İYI PARTI,,MELİH AYDIN,%3.59,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,13.357,,4.0,ZAFER PARTISI,,OĞUZ BEKİ,%2.47,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,10.529,,5.0,YENIDEN REFAH,,KADİR ÇALIŞICI,%1.95,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,4.734,,6.0,DEM PARTI,,İZZETTİN ALTUN,%0.88,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,2.804,,7.0,SAADET,,FESİH BİNGÖL,%0.52,6.579,%1.20,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,2.408,,8.0,DSP,,FEVZİ ÖNER,%0.45,4.296,%0.79,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,1.027,,9.0,MEMLEKET,,SALİH ESKİCİ,%0.19,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,997,,10.0,DEVA PARTISI,,ÇELİK ERİMEZ,%0.18,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,926,,11.0,BTP,,FAHRİ GÜRGENBURAN,%0.17,872,%0.16,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,712,,12.0,YTP,,ENES AKTÜRK,%0.13,0,%0.00,
belediye başkanlığı,ESKIŞEHIR BÜYÜKŞEHİR BELEDİYESİ,,588,,13.0,EMEP,,HÜSEYİN ÖGE,%0.11,0,%0.00,
